sebmarkbage,560,6,3,4,5,4,81,60,70,16,6,6,29,18,2,5,17,9,24,58,7,5,5,11,5,6,3,16,2,2,1053,0.03608736942070275
cblappert,12,2,3,7,9,3,3,21,7,4,7,2,7,8,5,2,13,5,2,7,5,7,34,3,3,3,4,5,4,5,4,8,3,8,13,9,3,2,5,2,12,13,6,12,8,3,4,6,9,2,8,7,2,5,14,2,55,4,7,3,11,8,2,4,7,4,2,34,6,7,6,6,14,15,589,0.16298811544991512
hermanventer,4,4,3,2,4,4,11,2,2,4,3,3,6,6,4,2,2,2,3,2,3,2,8,3,2,2,4,7,5,5,2,4,4,2,4,6,2,3,4,2,3,5,4,2,2,2,7,4,4,6,4,6,2,4,13,6,5,2,2,2,2,4,4,2,7,6,2,5,4,2,5,2,3,7,4,2,3,2,5,5,2,2,2,4,5,3,3,4,2,3,14,3,2,3,2,3,2,3,3,3,18,3,8,5,2,6,10,3,540,0.40185185185185185
NTillmann,3,3,3,3,2,2,3,3,14,15,10,5,2,3,2,4,5,6,2,4,5,2,3,3,3,6,46,36,22,3,48,2,4,6,4,2,5,2,2,4,5,2,5,3,4,2,3,2,3,3,5,2,2,2,2,3,6,2,2,2,11,7,4,4,4,3,3,8,14,4,4,2,7,4,2,5,3,7,2,2,3,10,82,638,0.25705329153605017
kassens,316,317,0.006309148264984227
TheSavior,1,1.0
jra3,1,1.0
sahands,5,6,0.3333333333333333
romain-intel,1,1.0
srijitdutt,1,1.0
dkrew0213,4,1.0
vladima,1,1.0
jacobp100,1,1.0
kokes,1,1.0
vkurchatkin,1,1.0
JoshuaGross,1,1.0
InTheCloudDan,8,4,14,0.2857142857142857
abhisheksoni27,2,1.0
dulinriley,1,1.0
jeffslofish,1,1.0
everdimension,1,1.0
hzoo,1,1.0
adrianheine,19,20,0.1
hershi,5,8,0.5
sandersky,1,1.0
calebmer,5,3,2,397,4,4,2,4,2,2,5,8,7,6,4,2,18,481,0.04781704781704782
abullrd,1,1.0
Kishore-B-Rao,3,5,0.6
amilajack,11,12,0.16666666666666666
wdhorton,7,7,17,0.29411764705882354
echo304,5,22,9,5,42,0.11904761904761904
yinghuitan,8,5,2,13,10,12,4,2,6,6,7,3,3,8,2,6,7,11,2,3,3,5,5,3,3,2,2,7,5,6,16,18,44,35,42,48,51,424,0.10849056603773585
fromcelticpark,181,182,0.01098901098901099
carlsagan21,1,1.0
simonhj,68,14,2,19,2,7,57,34,34,36,18,31,10,39,373,0.04289544235924933
zertosh,281,2,61,226,54,625,0.0096
chicoxyzzy,1,1.0
JWZ2018,3,17,10,6,3,4,3,2,2,4,5,2,2,2,5,4,4,95,0.35789473684210527
tcirstea,1,1.0
jimpallomeni,1,1.0
Eric-Wright,1,1.0
patxu,1,1.0
bakkot,32,33,0.06060606060606061
trueadm,18,4,4,4,2,6,4,2,6,3,5,2,18,5,3,6,5,2,3,2,2,2,4,3,4,3,2,2,4,2,3,5,2,4,4,2,5,3,3,4,2,3,2,4,4,5,3,4,4,2,3,2,3,5,2,2,10,2,5,3,19,3,4,5,2,365,0.4383561643835616
flarnie,1,1.0
leobalter,1,1.0
mzlee,1,1.0
prometheansacrifice,6,6,15,66,63,23,5,4,8,197,0.050761421319796954
artiebits,19,21,0.14285714285714285
j-nolan,20,21,0.09523809523809523
jhalley,1,1.0
baptistemanson,5,212,218,0.013761467889908258
curtiswilkinson,1,1.0
gaearon,3,8,7,5,16,6,4,3,19,13,4,6,3,2,3,15,8,13,8,3,8,7,35,43,253,0.1383399209486166
neilmacintosh,11,12,0.16666666666666666
sophiebits,2,1.0
a8m,2,8,12,23,0.17391304347826086
Andarist,1,1.0
bernard-lin,1,1.0
olydis,1,1.0
lxfind,5,6,0.3333333333333333
VictorHom,2,29,32,0.09375
pmrcunha,17,19,0.15789473684210525
saigowthamr,1,1.0
dsgkirkby,1,1.0
jeysal,5,6,0.3333333333333333
nadav-whisp,1,1.0
antony,1,1.0
felicianotech,1,1.0
joelbeales,1,1.0
caiismyname,9,13,13,8,44,0.11363636363636363
Guru107,7,8,0.25
ziqichen6,1,1.0
zjijz,1,1.0
tijwelch,1,1.0
JonathanWbn,1,1.0
kdex,1,1.0
giftkugel,1,1.0
rafeca,1,1.0
henchies,1,1.0
jeanlauliac,1,1.0
dsainati1,1,1.0
tiagovtristao,1,1.0
