"[19, '2015-11-25/2015-12-14']","['sot', 19, '2015-11-25/2015-12-14']"
"[7, '2016-01-06/2016-01-13']","['sot', 7, '2016-01-06/2016-01-13']"
"[7, '2016-06-24/2016-07-01']","['sot', 7, '2016-06-24/2016-07-01']"
"[5, '2016-04-20/2016-04-25']","['sot', 5, '2016-04-20/2016-04-25']"
"[5, '2016-06-19/2016-06-24']","['sot', 5, '2016-06-19/2016-06-24']"
"[14, '2016-07-04/2016-07-18']","['sot', 14, '2016-07-04/2016-07-18']"
"[11, '2016-07-25/2016-08-05']","['sot', 11, '2016-07-25/2016-08-05']"
"[10, '2017-03-17/2017-03-27']","['sot', 10, '2017-03-17/2017-03-27']"
"[32, '2017-12-07/2018-01-08']","['sot', 32, '2017-12-07/2018-01-08']"
"[11, '2018-06-28/2018-07-09']","['sot', 11, '2018-06-28/2018-07-09']"
"[14, '2018-07-11/2018-07-25']","['sot', 14, '2018-07-11/2018-07-25']"
"[13, '2018-09-07/2018-09-20']","['sot', 13, '2018-09-07/2018-09-20']"
"[15, '2018-12-18/2019-01-02']","['sot', 15, '2018-12-18/2019-01-02']"
"[12, '2018-11-28/2018-12-10']","['sot', 12, '2018-11-28/2018-12-10']"
"[10, '2019-03-19/2019-03-29']","['sot', 10, '2019-03-19/2019-03-29']"
"[4, '2019-01-18/2019-01-22']","['sot', 4, '2019-01-18/2019-01-22']"
"[6, '2019-03-01/2019-03-07']","['sot', 6, '2019-03-01/2019-03-07']"
"[4, '2019-03-15/2019-03-19']","['sot', 4, '2019-03-15/2019-03-19']"
"[5, '2019-05-03/2019-05-08']","['sot', 5, '2019-05-03/2019-05-08']"
"[8, '2019-05-09/2019-05-17']","['sot', 8, '2019-05-09/2019-05-17']"
"[6, '2019-05-17/2019-05-23']","['sot', 6, '2019-05-17/2019-05-23']"
