dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
yrashk;20.084656084656082;5.0211640211640205;4.634920634920634;0.0;0.0;0.3862433862433862;0.3862433862433862;0.0;0.0;0.0
fertapric;50.0;7.857142857142858;7.857142857142858;0.0;0.0;0.0;0.0;0.0;0.0;0.0
josevalim;57.046044098573276;5.799286640726329;5.799286640726329;0.8284695201037613;0.8284695201037613;0.0;0.0;0.0;0.0;0.0
ggcampinho;18.039538714991764;1.8039538714991763;1.8039538714991763;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jwarwick;15.829081632653061;1.5518707482993197;1.5518707482993197;1.2414965986394557;0.9311224489795918;0.0;0.0;0.31037414965986393;0.31037414965986393;0.0
lexmag;39.40567066521265;2.985278080697928;2.786259541984733;0.0;0.0;0.1990185387131952;0.0;0.0;0.0;0.0
ericmj;33.477292965271594;3.41273374888691;3.41273374888691;0.0;0.0;0.0;0.0;0.0;0.0;0.0
myronmarston;7.742424242424242;0.7373737373737373;0.7373737373737373;0.0;0.0;0.0;0.0;0.0;0.0;0.0
michalmuskala;19.182865370770337;3.416126709863211;3.416126709863211;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ericentin;11.284185493460166;2.6040428061831156;2.170035671819263;1.7360285374554103;0.8680142687277052;0.4340071343638526;0.4340071343638526;0.8680142687277052;0.4340071343638526;0.0
rafaelfranca;12.365119196988708;0.9159347553324969;0.45796737766624845;1.8318695106649938;0.9159347553324969;0.45796737766624845;0.45796737766624845;0.45796737766624845;0.45796737766624845;0.0
whatyouhide;34.571948998178506;3.324225865209472;3.324225865209472;0.22161505768063144;0.22161505768063144;0.0;0.0;0.0;0.0;0.0
alco;13.592188919164395;1.6575840145322434;1.6575840145322434;0.497275204359673;0.16575840145322435;0.0;0.16575840145322435;0.16575840145322435;0.16575840145322435;0.0
meh;21.13157894736842;2.8815789473684212;1.9210526315789476;0.9605263157894738;0.0;0.9605263157894738;0.0;1.9210526315789476;0.9605263157894738;0.0
mururu;16.374819102749637;1.0564399421128798;1.0564399421128798;1.0564399421128798;0.5282199710564399;0.0;0.0;0.5282199710564399;0.5282199710564399;0.0
gusaiani;10.106803797468354;0.2887658227848101;0.2887658227848101;1.7325949367088607;1.4438291139240507;0.0;0.2887658227848101;0.0;0.0;0.0
fishcakez;14.453309692671395;1.0786052009456264;1.0786052009456264;0.0;0.0;0.0;0.0;0.0;0.0;0.0
wojtekmach;19.47865353037767;1.4983579638752054;1.4983579638752054;0.0;0.0;0.0;0.0;0.0;0.0;0.0
eksperimental;31.757789535567312;2.5749559082892417;2.3603762492651383;0.42915931804820695;0.42915931804820695;0.21457965902410348;0.21457965902410348;0.0;0.0;0.0
devonestes;11.9750656167979;0.958005249343832;0.958005249343832;0.0;0.0;0.0;0.0;0.0;0.0;0.0
